Name,Address,City,County,State,Zip Code,Food Waste Accepted?,Feedstock,Source,Phone,Facility's Website,Unique Identifier,Latitude,Longitude
BREWER'S SAND & GRAVEL,13439 NEW HOLLAND ST,HOLLAND,Ottawa County,MI,49424,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221870,42.857046,-86.1151455
Prairieland Disposal,1350 N Old Rand Rd,Wauconda,Lake County,IL,60084,Yes,"food scraps, yard waste, pet waste/kitty litter",https://www2.illinois.gov/epa/topics/waste-management/permitted-facilities/Pages/compost-facilities.aspx,847-381-9300,,CMP20221076,42.281397,-88.1516385
ACOR COMPOST,13525 INDRIO ROAD ,FT. PIERCE ,St. Lucie County,FL,,,"yard waste, pre-consumer vegetative waste",https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(919) 628-9831 ,,CMP2022659,27.513945,-80.4564225
Charleston County Bee's Ferry Facility,1344 Bee’s Ferry Road,Charleston,Charleston County,SC,29414,Yes,"Yard waste, food waste, food-soiled paper, compostable food serviceware (Type 2)",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,(843)720-7111,https://www.charlestoncounty.org/departments/environmental-management/compost-facility.php,CMP20223161,32.813442,-80.1073845
Watertown Cty Compost & Wbs Site,1355 Boomer St,Watertown,Jefferson County,WI,53094,,YARD WASTE,https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=63,9202624047,,CMP20223824,43.17344001,-88.70524381
LAP LLC,136 W. B Ave.,Kingman,Kingman County,KS,67068,,"Yard Waste, Manure",KDHE,,,CMP20221308,37.644381,-98.1144405
TEXAS LAWN WORKS,13535 FLORENCE RD,SUGAR LAND,Fort Bend County,TX,77498,,"*yard trimmings, clean wood material, vegetative material, paper, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223304,29.656116,-95.6240865
"Organix Environmental Services, Inc.",136 W. Walnut Ave.,Fullerton,Orange County,CA,92832,,Chipping and Grinding Facility/Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022326,33.868143,-117.925731
Quad Cities LF Phase IV Compost Site,13606 Knoxville Road,Milan,Rock Island County,IL,61201,,yard waste,https://www2.illinois.gov/epa/topics/waste-management/permitted-facilities/Pages/compost-facilities.aspx,(309) 787-2303,,CMP20221057,41.382729,-90.5148585
Hamilton Ecological Facility Compost,1360 Kuser Road,Hamilton Twp,Mercer County,NJ,08520,,"Leaves, Grass, Brush, Wood Chips, Tree Parts/Limbs",https://www.nj.gov/dep/dshw/rrtp/classcfbc.html,(609) 890-3500,,CMP20222284,40.209894,-74.701287
Sagamore Soils Twinsburg Rd Compost Facility,1361 Twinsburg Rd,Macedonia,Summit County,OH,44056,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,,,CMP20222742,41.28291,-81.466686
Liesener Soils Compost Facility,1365 Spring Valley Rd,Jackson,Washington County,WI,53037,,Animal Waste,https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=188,2626772032,,CMP20223708,43.285878,-88.106247
Ries Farms,13669 230th Street Way,Welch,Goodhue County,MN,55089,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(651) 226-8314,http://riesfarmsllc.com/,CMP20222055,44.61514586,-92.71086561
Andre Farms  Compost Site,13529 County Road L,,Fulton County,OH,43567,Yes,"Food, yard waste, animals, manure, containers",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(419) 337-0406,,CMP20222741,41.630778,-84.1223745
Evergreen Nursery,13650 Carmel Valley Road,San Diego,San Diego County,CA,92130,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022200,32.9699997,-117.1653196
Outermost Compost,137 Holmes Rd,Eastham,Barnstable County,MA,01343,,,https://recyclingworksma.com/,,,CMP20221665,41.852241,-69.983109
Ohio University Composting Facility,137 Dairy Ln,Athens,Athens County,OH,45701,Yes,"Food, yard waste, animals, manure, containers",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(740) 593-2911,,CMP20222743,39.31320941,-82.12246281
Linvilla Orchards Composting Site,137 W Knowlton Rd,Media,Delaware County,PA,19063,Yes,"Food waste, yard waste",https://www.dep.pa.gov/Business/Land/Waste/Recycling/Composting/Pages/default.aspx,,,CMP20223068,39.884058,-75.4132005
North Sea Waste Management Facility,1370 Majors Path,North Sea,Suffolk County,NY,11968,,Yard Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv167,6312835210,,CMP20222491,40.930641,-72.400437
Cass County,13780 12th Street,Plattsmouth,Cass County,NE,68048,,yard waste,,402-296-9165,https://www.cassne.org/cass-county-recycle-center,CMP20222216,40.98273781,-95.93044615
El Nido Composting Facility-Synagro West,13757 S. Harmon Road,Dos Palos,Merced County,CA,93620,,Sludge Composting Facility,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022195,37.09005419,-120.5524803
Willow Ranch/Quarry Compost Facility,1371 N. Joliet Road,Romeoville,Will County,IL,60446,Yes,"Yard trimmings; All source-separated food waste (including meat, dairy); Agricultural wastes; Compostable paper, packaging + serviceware; Certified compostable bioplastic packaging + serviceware; Pre- and post-consumer food waste; livestock waste.",https://www2.illinois.gov/epa/topics/waste-management/permitted-facilities/Pages/compost-facilities.aspx,(708) 720-7028,,CMP20221071,41.669316,-88.0549695
Nilsen Farms Composting,13790 Meiss Road,Sloughhouse,Sacramento County,CA,95683,,Agricultural Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022313,38.456856,-121.150332
Bowling Green Compost Site,13703 U.S. 54 Business,Bowling Green,Pike County,MO,63334,,yard waste,https://bowlinggreen-mo.gov/bowling-green-composting/,(573) 324-5451,,CMP20222152,39.35021239,-91.22285749
Lake Forest Recycling & Compost Center ,1381 Kennedy Road,Lake Forest,Lake County,IL,60045,,yard waste,https://www2.illinois.gov/epa/topics/waste-management/permitted-facilities/Pages/compost-facilities.aspx,(847) 234-6644,,CMP20221044,42.237918,-87.880482
Silver Springs Organics Composting LLC,13835 Military Road SE,Rainier,Thurston County,WA,98576,Yes,"agricultural debris, post-consumer food waste, industrial organics, landclearning debris, yard debris",https://ecology.wa.gov/Waste-Toxics/Reducing-recycling-waste/Waste-reduction-programs/Organic-materials/Managing-organics-compost,4256812189,,CMP20223549,46.88586,-122.741379
Airborne Tree Service of Central Florida Inc,13820 SE 31st Ave,Summerfield,Marion County,FL,34491,,yard waste,https://floridaforce.org/facilities/,352-274-3017,,CMP2022660,29.02232085,-82.09416452
West Springfield Transfer Station,138 Palmer Ave,WEST SPRINGFIELD,Hampden County,MA,01089,,,https://recyclingworksma.com/,,,CMP20221768,42.090336,-72.603144
Lincoln County,1385 N. 170th Rd,Lincoln,Lincoln County,KS,67455,,Yard Waste,KDHE,,,CMP20221309,39.058533,-98.187903
Sauk Centre city of,139 1st St N,Sauk Centre,Stearns County,MN,56378,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(320) 333-7564,,CMP20222069,45.7414887,-94.94543422
TBK MATERICALS MULCH YARD EAST AUBREY,1385 RANCHETTE ROAD,AUBREY,Denton County,TX,76227,,"Yard trimmings, clean wood material, vegetative material, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223305,33.27717461,-96.89125442
"Rotondi & Sons, Inc. Compost - Harmony Township",139 Reeder Road,Harmony Twp,Warren County,NJ,08865,,"Leaves, Grass, Brush, Trees, Wood",https://www.nj.gov/dep/dshw/rrtp/classcfbc.html,(908) 475-1916,,CMP20222305,40.77219732,-75.1213647
RWP Recycled Wood Products Ontario 2,13905 Walker Ave.,Ontario,San Bernardino County,CA,91761,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022376,33.99988726,-117.6193514
Farmington WWTP Composting Facility,1395 South Lake Street,Farmington,San Juan County,NM,87401,,biosolids?,https://www.env.nm.gov/solid-waste/wp-content/uploads/sites/24/2018/04/SWB_Compost-facilities-open-Oct-28-2019.pdf,505-327-7701,,CMP20222320,36.7173675,-108.2173225
City of Caldwell,14 West Central,Caldwell,Sumner County,KS,67022,,Yard Waste,KDHE,,,CMP20221310,37.032714,-97.60779
Saint Paul Park Compost,13th Ave & 1st St,Saint Paul Park,Washington County,MN,55071,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(651) 459-3730,http://stpaulpark.org/?SEC=B4FB1EED-3A68-44F6-8621-90143ECF44BC&DE=C9A0FFAE-1FE9-4166-872D-D153247894D9&Type=B_BASIC,CMP20222066,44.834742,-93.000672
Organic Alternative Solutions/Brown Packing,140 Hamlet Rd,Gaffney,Cherokee County,SC,29342,,Manure,,864-489-5723,https://www.brownpacking.com/sustainable-beef,CMP20223238,34.977357,-81.689463
PUTNAM COUNTY CENTRAL LANDFILL,140 COUNTY LANDFILL RD ,PALATKA ,Putnam County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(386) 329-1200 ,,CMP2022661,29.716209,-81.6629535
Willo'dell Yard Waste Facility,1398 Us Rte 42 Rd No 1,Ashland,Ashland County,OH,44805,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(419) 289-0606,,CMP20222744,40.823973,-82.3912875
DSWA Ellndale Collection Station Composting/Mulching,13870 South Old State Rd,Ellendale,Sussex County,DE,,,yard waste,https://dnrec.alpha.delaware.gov/waste-hazardous/yard-waste/drop-off-sites/,800-404-7080,,CMP2022607,38.79071669,-75.43023941
Mecklenburg County Compost and Recycling Facility,140 Valleydale Road,Charlotte,Mecklenburg County,NC,28214,,"yard waste, brush, clean wood",https://deq.nc.gov/about/divisions/waste-management/solid-waste-section/solid-waste-facility-lists-presentations-and-annual-reports/solid-waste-facility-lists,(980) 314-3855,,CMP20222573,35.284401,-80.9188425
K & T VENTURES INC,1400 S TRAVIS AVE,CLEVELAND,Liberty County,TX,77327,,"*yard trimmings, clean wood material, vegetative material, paper, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223306,30.323889,-95.097933
Recycled Earth Products Inc,140 Old Northport Road,Kings Park,Suffolk County,NY,11754,,Yard Waste,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv155,6313684000,,CMP20222511,40.87902937,-73.28441914
Woodward's Disposal,1400 South Baltimore,Hastings,Adams County,NE,68901,,yard waste,,(402) 462-9252,https://www.woodwardsdisposal.com/organic-composting/,CMP20222217,40.565331,-98.402967
Harbor Mulching Facility,1400 North Gaffey Street,San Pedro (In Los Angeles),Los Angeles County,CA,90731,,Chipping and Grinding Facility/Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022240,33.758244,-118.291131
City of Mitchell Landfill Drop-Off,1400 West 8th Ave,Mitchell,Davison County,SD,,,yard & tree waste,DANR,605-995-8465,,CMP20223253,43.71651245,-98.04508142
Marion Tree Trimming,1400 Northwest 18th St,Ocala,Marion County,FL,,,yard waste,https://floridaforce.org/facilities/,352-687-4051,,CMP2022662,29.204712,-82.14804
CITY OF BAXTER SPRINGS,1400 W 12th ,Baxter Springs,Cherokee County,KS,66713,,Yard Waste,KDHE,9185335334,,CMP20221311,37.02430516,-94.7531624
Andre Landscape Services Inc.,14005 Rancho Court,Fontana,San Bernardino County,CA,92337,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022109,34.05141413,-117.4991224
Mission Landscape Environmental Resource,14025 Magnolia Avenue,Chino,San Bernardino County,CA,917107041,,Green Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022299,33.99870896,-117.6716009
CITY OF ADRIAN-COMPOST SITE,1401 OAKWOOD AVE,ADRIAN,Lenawee County,MI,49221,,,https://www.egle.state.mi.us/wdspi/AdvancedSearch.aspx,,,CMP20221825,41.91170053,-84.0000361
PLANET MARRS RECYCLING,14025 W 51st Street,Shawnee,Johnson County,KS,66216,Yes,"Yard Waste, Source-Separated (Food Waste)",KDHE,,,CMP20221312,39.034593,-94.7491245
Lebanon Public Works,1401 West Commercial St,Lebanon,Laclede County,MO,,,yard waste,https://www.lebanonmissouri.org/102/RecyclingEnergy-Conservation,(417) 588-6090,,CMP20222153,37.6666704,-92.68165718
City of Arkansas City,1407 W Madison,Arkansas City,Cowley County,KS,67005,,Yard Waste,KDHE,,,CMP20221313,37.055799,-97.055523
TIMBER SOLUTIONS INC SOUTH YARD,14022 S GESSNER RD,MISSOURI CITY,Fort Bend County,TX,77489,,"*yard trimmings, clean wood material, vegetative material, paper, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223307,29.619936,-95.5400625
Curry Lake,1408 Curry Lake Rd,Gray Court,Laurens County,SC,29645,,"Yard waste, clean wood waste, land-clearing debris,  crop field residuals",https://scdhec.gov/environment/land-management/solid-waste/solid-waste-facilities,,,CMP20223162,34.61107594,-82.1371231
Fresh Aire Farms Composting Facility,1408 Wasson Rd,,Darke County,OH,45390,,"Manure, animals, yard waste",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(937) 968-3423,,CMP20222745,40.15026928,-84.75446947
Dancing Goats and Singing Chickens Organic Farm,14062 Yelm Highway SE,Yelm,Thurston County,WA,98597,,"agricultural organics, landclearing debris, manure & bedding, sawdust & shavings, yard debris",https://ecology.wa.gov/Waste-Toxics/Reducing-recycling-waste/Waste-reduction-programs/Organic-materials/Managing-organics-compost,3604892830,,CMP20223519,46.969254,-122.6369745
Imperial Valley Compost @ Mesquite Cattl,1408 East Hwy 78 at Hastin Rd.,Brawley,Imperial County,CA,92227,,Agricultural Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022249,32.9745363,-115.4111212
Compost Hawaii,141 Kalakaua St,Hilo,Hawaii County,HI,96720,Yes,"food scraps, greenwaste",https://composthi.com/,(808) 936-6758,,CMP20221007,19.724544,-155.0882025
Out of the Ashes Vermicast,1410 Lancaster Road,Chillicothe,Ross County,OH,45601,Yes,"Food, yard waste, animals, manure, containers",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,(740) 253-8038,,CMP20222746,39.2697,-82.863945
Db Waste LLC,14108 34Th Street Nw,Bismarck,Burleigh County,ND,58503,,,https://deq.nd.gov/Publications/WM/CompostingFacilities.pdf,,https://deq.nd.gov/foia/SolidWaste/ActiveSWLandfills.aspx,CMP20222647,46.959462,-100.842687
Tahlequah Wastewater Treatment Plant,1410 E. Powell Rd,Tahlequah,Cherokee County,OK,,,"biosolids, yard waste",,(918)-456-9251,https://www.tahlequahpwa.com/compost.html,CMP20223000,35.891847,-94.95324
City of Olathe,1415S Robinson Dr,Olathe,Johnson County,KS,66061,Yes,"Source-Separated (Food Waste & Biosolids), Yard Waste",KDHE,9136369946,,CMP20221314,38.861127,-94.8445785
Twin Maples Compost Facility,14130 Claks Lane ,Ridgley,Caroline County,MD,21660,Yes,"Food scraps, manure",https://mde.maryland.gov/programs/Land/RecyclingandOperationsprogram/Pages/composting.aspx,336-207-9310,https://midatlanticorganic.com/,CMP20221605,38.995056,-75.902913
WOOD AND MULCH SERVICES,14121 GARRETT RD,HOUSTON,Harris County,TX,77044,,"*yard trimmings, clean wood material, vegetative material, paper, manure",https://www.tceq.texas.gov/permitting/waste_permits/msw_permits/msw-data#lists,,,CMP20223308,29.884212,-95.16447
Adams County Solid Waste and Recycling,1420 State Road 21,Friendship,Adams County,WI,53934,,,https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=24,6083399178,,CMP20223595,44.026992,-89.840322
Monterey Peninsula Landfill,14201 Del Monte Blvd.,Marina,Monterey County,CA,93933,Yes,"Composting Facility (Mixed) - food waste, yard waste",https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022303,36.7207527,-121.7876
Mississippi Topsoils Composting Facility,14138 Sauk River Rd,Cold Spring,Stearns County,MN,56320,Yes,"yard waste, food waste, manures",http://www.mncompostingcouncil.org/find-a-compost-site.html,(320) 685-7676,https://mississippitopsoils.com/,CMP20222028,45.462177,-94.4014905
Gabilan Ag Services,14201 Del Monte Blvd,Marina,Monterey County,CA,93933,,Composting Facility (Mixed),https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022214,36.7207527,-121.7876
Needham Compost Site,1421 Central Ave,Needham,Norfolk County,MA,02492,Yes,food waste,https://www.mass.gov/doc/map-list-of-massachusetts-sites-accepting-diverted-food-material-april-2022/download,,,CMP20221805,42.276519,-71.260164
Ochifarms,14220 Luray Rd,Southwest Ranches,Broward County,FL,,,vegetative waste,https://floridaforce.org/facilities/,954-650-2843,,CMP2022664,26.035839,-80.337798
PAW Materials Inc.,14211 State Road 54,Odessa,Pasco County,FL,,,yard waste,https://floridaforce.org/facilities/,727-919-2740,,CMP2022663,28.195875,-82.579491
Princeton City Compost/Woodburning Site,1423 State Highway 73,Princeton,Green Lake County,WI,54968,,"BARK/BRUSH, YARD",https://dnr.wi.gov/wastemgmt/wm/wmexternal/ShellReportViewer.aspx?RID=93&inst=185,9202956612,,CMP20223760,43.86122384,-89.1428864
Blue Line Compost LLC,1421 State Route 3,Saranac Lake,Franklin County,NY,12983,Yes,Food Scraps;Wood/Brush;Animal Bedding,https://data.ny.gov/Energy-Environment/Composting-Solid-Waste-Management-Facilities-Map/y4ic-kfv61,,,CMP20222382,44.31643873,-74.15295029
United Aggregates,142200 Parrott St Ext,Mt Vernon,Knox County,OH,43050,,"Yard waste (leaves, brush, grass)",https://epa.ohio.gov/Portals/34/document/facility_lists/LICENSED_COMPOSTING_FACILITIES.pdf,,,CMP20222747,40.37557521,-82.49019173
Northland Arboretum,14250 Conservation Dr,Baxter,Crow Wing County,MN,56425,,Yard Waste,http://www.mncompostingcouncil.org/find-a-compost-site.html,(218) 829-8770,http://northlandarb.org/ ,CMP20222040,46.359432,-94.227921
Blue Ribbon Nursery & Landscape Supplies,1425 N. Santiago Boulevard,Orange,Orange County,CA,92869,,Chipping and Grinding Facility/Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022134,33.811173,-117.797886
WEST PASCO COUNTY CLASS III,14230 HAYS RD ,SPRING HILL ,Pasco County,FL,,,yard waste,https://fldeploc.dep.state.fl.us/www_wacs/Reports/Yard_Trash_Processors_current_webupdates.asp,(727) 856-0119 ,,CMP2022665,28.369422,-82.56015
"B and D Mushrooms, Inc.",14255 Sycamore Avenue,San Martin,Santa Clara County,CA,94046,,Agricultural Material Composting Operation,https://www2.calrecycle.ca.gov/SolidWaste/Site/Search,,,CMP2022117,37.101564,-121.605111
City of Seward,1424 280th Rd,Seward,Seward County,NE,68434,Yes,"yard waste, source-separated food waste (no meat, bones, fish), sawdust, ashes, wood, straw",https://nrcne.org/resources/organics/,,https://www.cityofsewardne.gov/locations/burn-site/,CMP20222218,40.93069778,-97.10159399
Moore's Septic Inc.,1426 Swan Lake Ave,Swanville,Waldo County,ME,04915,,biosolids/septage,https://www.maine.gov/dep/ftp/reports/sludge-compost.pdf,207-338-4586,,CMP20221535,44.54859691,-69.00045748
